id,Subject,Type,Status,Assignee,Priority,Team,Work,Total work,Author,Category,Version,Bug Types,Project phase,Project,Parent,Description
880,Nghiên cứu Tool Set Up đường đua ,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,16.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #382: Levels/Track,"*   Tech Art sẽ kiểm tra performance (tris, drawcall) khi dùng tool làm đường, sau đó convert sang static mesh và tối ưu (decimate).
    
*   Từ kết quả sẽ đưa ra guideline sử dụng, benchmark và mức tối ưu phù hợp giữa visual và performance."
893,Document - Yêu cầu xuất file cho team 3D - đảm bảo được các tính năng trong thiết kế,Task,Waiting For Approve,Long Tran,Normal,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #341: Visual Customize,""
939,"Test hệ thống Incline, Decline, điều chỉnh thông số và Feedback cho Dev",Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ",""
941,Audio của động cơ xe khi đi từ tốc độ 60 - 100 km/h bị đều,Bug,New,"",High,"","","",Giang Duong Vo Tra,"","",Audio Bugs,"",VNRacing,Task #940: GD_Buglist 2703,"*   Steps to Reproduce:  
    1\. Vào đua các Track bất kỳ.  
    2\. Chạy lên tốc độ khoảng 100 Km/h  
    3\. Cua qua lại để kéo tốc độ xuống 60 Km/h.  
    4\. Nghe Audio xe
    
*   Resulting Behavior:
    
    Audio của xe khi chạy từ 60 - 100 km/h bị đều.
    
*   Expected Behavior:
    
    Audio của xe điều chỉnh hợp lý theo hệ số vòng tua.
    
    System Info: iOS
    
    <br>"
942,Khi đang đua mà Quit thì về lại màn hình Track Selection của Area hiện tại chứ không phải màn hình Car Customize,Bug,Tested,Hieu Hoang,Normal,"",1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
945,"Lỗi Texture mặt đường ở đoạn xuất phát, Map Sơn Trà Circuit",Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",""
946,"Không thể nghe được Audio của động cơ trong Cutscene Intro đếm ngược, khi Cutscene quay trở lại điều khiển xe thì Audio của xe bị cắt ngang vào",Bug,New,"",High,"","","",Giang Duong Vo Tra,"","",Audio Bugs,"",VNRacing,Task #940: GD_Buglist 2703,"*   Steps to Reproduce:  
    1\. Vào đua Map bất kỳ.  
    2\. Check Audio Cinematic Intro  
    3\. Check Audio sau khi xuất phát&nbsp;
    
*   Resulting Behavior:
    
    Audio của động cơ xe không thể nghe thấy trong Cinematic Intro.  
    Khi kết thúc đếm ngược, tiếng động cơ của xe bị Cut-Off vào giữa Game
    
*   Expected Behavior:
    
    Có thể nghe được tiếng động cơ của xe trong Cinematic Intro và tiếng động cơ liền mạch từ Cinematic tới khi người chơi bắt đầu đua.
    
*   System Info: iOS"
947,"Track DownTown Sprint bị set Barrier sai, không thể về đích được",Bug,Waiting For Approve,trandinhchinh8402 @gmail.com,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
948,Track NHS Time Attack Checkpoint tăng điểm chưa hợp lý,Bug,Tested,Nhu Truong,Normal,"",0.5,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
950,Chưa tự đổi xe sau khi thoát khỏi Garage,Bug,Tested,Dat Quang,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
951,Chưa Update đúng tên của xe trên Intro Cinematics,Bug,Tested,Dat Quang,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
952,Thiếu Design cho các Panel nâng cấp khi nâng cấp xe lên Level Max,Bug,In specification,Phuoc Ho Duc,Normal,"","","",Giang Duong Vo Tra,"","",Design Bug,"",VNRacing,Task #940: GD_Buglist 2703,"*   Steps to Reproduce:
    
    1\. Vào Car Customize Performance  
    2\. Nâng cấp Max một chỉ số.  
    3\. Check Panels nâng cấp bên trái
    
*   Resulting Behavior:
    
    Chưa có Design nên hiển thị bị lỗi
    
*   Expected Behavior:
    
    Cần có Design và Dev UI ở đây
    
*   System Info: iOS"
953,Nút Back chưa hoạt động đúng chức năng ở Screen Car Customize trong Main Screen,Bug,Tested,Nhu Truong,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
954,"Khi bấm nút Back để đổi Screen, vẫn có 1 khoảng thời gian có thể bấm các nút trên Screen hiện tại làm UI bị lỗi. Các lỗi phổ biến gồm: Mất các Panel trên UI, Chạy 2 Animation cùng một lúc.",Bug,Tested,Liem Tran,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
955,Spawn nút Back sẽ làm Animation Transition chạy liên tục.,Bug,Tested,Liem Tran,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
958,Vạch xuất phát của Track Sơn Trà Circuit có vật cản lạ,Bug,In specification,thong tran,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",""
959,Thiếu Audio khi chạy qua vũng nước ở Track Sơn Trà Circuit,Bug,New,"",Normal,"","","",Giang Duong Vo Tra,"","",Audio Bugs,"",VNRacing,"User story #2003: Là Player, tôi muốn có một Track Circuit trong Area Sơn Trà.",""
961,Cinematic Intro của Track Hội An Circuit bị lỗi,Bug,Waiting For Approve,Phu Pham,Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
964,UI Race Result chưa cập nhật số tiền thắng cuộc,Bug,Tested,Nhu Truong,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #940: GD_Buglist 2703,""
972,CONCEPT,Epic,Waiting For Approve,"",Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
974,FX,Epic,In progress,"",Normal,"","",16.0,Giang Duong Vo Tra,"","","","",VNRacing,"",""
1040,"Là Player, tôi muốn đua xe ở địa hình Ngũ Hành Sơn",User story,On hold,"",Normal,"","",357.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",""
1041,Test Decal dải xanh thực vật trên núi _Ngũ Hành Sơn,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1040: Là Player, tôi muốn đua xe ở địa hình Ngũ Hành Sơn",""
1047,Hiệu ứng mưa & mặt đường ướt cho Ngũ Hành Sơn,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #1040: Là Player, tôi muốn đua xe ở địa hình Ngũ Hành Sơn",""
1048,"Là Player, Tôi muốn đua xe ở địa hình Đông Giang",User story,In progress,"",Normal,"","",463.5,Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",""
1060,Mất step trong Script Tutorial BasicControls1,Bug,Tested,Dat Quang,Normal,"",2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #335:     Tôi muốn tutorial cho tôi biết các thông tin cần thiết trong lần đua đầu tiên,""
1066,UI_Race_Skill,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2039: (Skill) Là Player, tôi muốn khi thực hiện các Skill trong khi đua sẽ được thưởng bằng cách Refill thanh NOS để có động lực thực hiện các kỹ năng này nhiều hơn.",""
1092,Test Link #1,Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","","","",VNRacing,"",""
1096,Reward Module - FRewardEntry + URewardManager + Loot Table Logic,Task,On hold,"",Normal,Dev,6.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
1098,Test Plan + Documentation Setup - Test Cases + API Reference Draft,Task,Waiting For Approve,Nhu Truong,Normal,Dev,6.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
1102,Reward Integration + Race Hook - Inventory Integration + Loot Crate Flow,Task,On hold,"",Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
1104,Module Testing - Profile + Inventory + Item + SaveManager + Reward Testing,Task,Waiting For Approve,Nhu Truong,Normal,Dev,6.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
1105,Final Integration + Bug Fixes - All Modules UI Binding + Critical Bug Fixes,Task,On hold,"",Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.",""
1112,UI_Inventory_LootCrates ,Task,Waiting For Approve,Ty Dang,Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2251: UI Design_Inventory,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/tasks/a3296670-b6f2-4e51-b78b-8ea43a689af8
1113,UI_Inventory_LootCrates_PopupOpenLoot,Task,Waiting For Approve,Ty Dang,Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2251: UI Design_Inventory,http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/c593c4c2-a014-4d8e-b64e-f74255a33ac9/shots/tasks/501ad578-09df-4fca-874a-0a35e0868bd2
1115,Set up kích hoạt sound động cơ xe ở Cinematic,Task,On hold,Long Tran,Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #861: SOUND & MUSIC,""
1135,Tạo instance cho asset HA vs chuyển đổi từ movable sang static cho asset,Task,New,thong tran,Normal,Level Design,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"Task #1116:  Check mesh level Hội An, cần tool đổi sang static mesh",""
1137,Kiểm tra hiệu năng trên điện thoại,Task,On hold,Dat Quang,Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #852: Track HoiAn time Attack có Performance thấp, chơi nhanh nóng máy.",""
1147,Track NHS Circuit và Sprint đang bị tráo vị trí cho nhau ở màn hình Track Selections,Bug,Tested,Liem Tran,High,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","*   Steps to Reproduce:
    
    1\. Chọn đua map Circuit hoặc Sprint trong Area HoiAn
    
*   Resulting Behavior:
    
    Chọn đua map Circuit thì load map Sprint và ngược lại
    
*   Expected Behavior:
    
    Chọn đua map Circuit thì đua map Circuit và tương tự với Sprint
    
*   System Info: iOS"
1149,Track NHS Sprint chưa có đủ 3 đối thủ A.I,Bug,Tested,Liem Tran,High,"",1.0,"",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,"","*   Steps to Reproduce:
    
    1\. Vào đua map NHS Sprint.  
    2\. Check số lượng tay đua trên màn hình.
    
*   Resulting Behavior:
    
    Chưa có 3 đối thủ A.I
    
*   Expected Behavior:
    
    Có 3 đối thủ A.I
    
*   System Info: iOS"
1150,Track NHS Sprint chưa có đủ 3 đối thủ A.I,Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,Epic #382: Levels/Track,"Steps to Reproduce:

1\. Vào đua map NHS Sprint

Resulting Behavior:

Game chưa có A.I

Expected Behavior:

Game có đủ 3 A.I

System Info: iOS"
1151,Track NHS Time Attack không cộng giờ khi qua Checkpoint,Bug,Waiting For Approve,Liem Tran,Immediate,"",1.0,"",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,Epic #382: Levels/Track,"Steps to Reproduce:

1.  Vào đua map NHS Time Attack.
    
2.  Đua qua các checkpoint cho tới Checkpoint thứ 5
    

Resulting Behavior:

Check point từ thứ 5 trở đi không được cộng giờ.

Expected Behavior:

Các Checkpoint cộng giờ như bình thường.

System Info: iOS"
1152,UI TimeAttack hiện chữ Hurry Up ở giây thứ 60,Bug,Tested,Dat Quang,High,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,Feature #338:     Tôi muốn có nhiều Race Mode chơi,"Steps to Reproduce:

1\. Vào đua map Mode TimeAttack bất kỳ.  
2\. Làm cho thời gian đếm ngược lên 60s.  
3\. Check UI

Resulting Behavior:

Khi thời gian đếm ngược lên 60s, chữ Hurry Up hiện lên

Expected Behavior:

Chữ Hurry Up chỉ hiện lên khi thời gian đếm ngược còn 10s.

System Info: iOS"
1155,Crash Game khi Restart Track Dn Downtown Sprint,Bug,Tested,"",Immediate,"",1.0,9.0,Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua Track DN Downtown Sprint
    
2.  Bấm Restart.
    

Resulting Behavior:

&nbsp;Game Crash khi xác nhận Yes để Restart

Expected Behavior:

Chức năng Restart hoạt động bình thường.

System Info: iOS"
1158,Nhiệm vụ FS Certain Expectation tự động kích hoạt khi người chơi đạt vị trí thứ 3 trong cuộc đua chứ không đợi người chơi về đích.,Bug,Tested,Doi Huynh Van,Normal,"",1.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  Vào cuộc đua bất kỳ
    
2.  Bắt nhiệm vụ FS Certain Expectation
    
3.  Đạt vị trí thứ 3 trong cuộc đua.
    

Resulting Behavior:

Nhiệm vụ tự động hoàn thành khi người chơi đạt vị trí thứ 3 trong khi đua.

Expected Behavior:

Nhiệm vụ không hoàn thành khi người chơi đạt vị trí thứ 3 trong khi đua mà đạt vị trí thứ 3 khi về đích.

System Info: iOS"
1160,GD Buglist 3152,Task,New,"",Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #312: BUG TEST,""
1162,Texture RearBumper xe VF Lux bị thiếu chữ F,Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","",Graphicals,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua với xe VF Lux hoặc vào màn hình Car Customize
    
2.  Kiểm tra phần RearBumper
    

Resulting Behavior:

Texture trên RearBumper xe chỉ hiện &quot;V I N \_ A S T&quot;

Expected Behavior:

Texture trên RearBumper xe chỉ hiện &quot;V I N F A S T&quot;

System Info: iOS"
1163,Dev_Implement_Transition_FX_Anim_UI491_Car Customize_Key Screen,Task,Waiting For Approve,Son Nguyen Nam,Normal,Dev,3.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Feature #340: Car Customize,""
1165,Còn sót lại các Text Place Holder tại các địa điểm trong các Track Hội An,Bug,New,thong tran,Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,"","Steps to Reproduce:  
1\. Vào đua Track Hội An Circuit, Sprint hoặc TimeAttack

2\. Quan sát đường đua xung quanh khi đua.

Resulting Behavior:

Xuất hiện các Text Place Holder tại một số địa điểm: OCEAN BRIDGE, LANTERN CHICANE. CHUA CAU, HOI AN MARKET.  
Check File để xem chi tiết.

Expected Behavior:

Không xuất hiện các Text Place Holder.

System Info: iOS"
1167,Implement UI495 CarCustomize_Visual_Color (Anim - Transition - Fx) ,Task,Waiting For Approve,Nhu Truong,Normal,Dev,3.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #495: UI_CarCustomize_Visual_Color,""
1169,Các Screen Race Results chưa cập nhật đúng thông tin tên Track đua hiện tại,Bug,Tested,Nhu Truong,Normal,"",3.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua Track bất kỳ.
    
2.  Đua hết, check Screen Race Results
    

Resulting Behavior:

Phần hiển thị tên Map chưa đúng với Map hiện tại đang đua.

Expected Behavior:

Phần hiển thị tên Map đúng với Map hiện tại đang đua

System Info: iOS"
1171,Lỗi Texute khu vực vòng xuyến Hoa Sen của các Map DN Downtown,Bug,New,"",Normal,"","","",Phuoc Ho Duc,"","",Graphicals,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua Map DN DownTown bất kỳ.
    
2.  Chạy qua khu vực vòng xuyến hoa sen như trong hình.
    
3.  Check Texture
    

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/917/content"">

Resulting Behavior:

*   Texture khu vực này bị lỗi.
    

Expected Behavior:

*   Texture khu vực này bình thường,
    

System Info: iOS"
1179,Environment _Mưa_Ngũ Hành Sơn ,Task,New,Phu Pham,Normal,Tech Art,8.0,11.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #1040: Là Player, tôi muốn đua xe ở địa hình Ngũ Hành Sơn",""
1181,TA_Level Lighting Validation_Track Hội An Sprint,Task,Waiting For Approve,Phu Pham,High,Level Design,20.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2357: Lighting_Track Hội An Sprint ,"*   Inspect các asset để kiểm tra lỗi (Nếu có)
    
*   Chỉnh sửa lỗi nếu có thể trực tiếp trên engine.
    
*   re-baked lại phần lighting để check.
    

Next step 25/2:&nbsp;

*   \+ Note các thông số, cũng như phương án sửa cho level
    
*   \+ Nghiên cứu thêm xử lý AO trong môi trường"
1188, TA_Sample_Lighting ban đêm_Map Downtown,Task,In progress,Phu Pham,Normal,Tech Art,16.0,"",Giang Duong Vo Tra,"",W10-11,"","",VNRacing,"User story #1282: Là Player, tôi muốn đua xe ở Da Nang Downtown",""
1189,Collision ,Summary task,Specified,thong tran,Normal,Level Design,"",4.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #382: Levels/Track,Location file: /Content/Actors/BP\_SplineTool\_Collision.uasset
1190,"Màn hình Race Result không cập nhật thông tin giờ đua từ vị trí thứ 2 trở xuống,  không cập nhật đúng loại xe của tay đua ( Cập nhật )",Bug,New,"",Normal,"","","",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #1168: Màn hình Race Result không cập nhật thông tin giờ đua từ vị trí thứ 2 trở xuống, không cập nhật đúng loại xe của tay đua.",""
1194,Set up Data base về mặt dữ liệu,Summary task,On hold,Tan  Phan Huynh,Normal,Dev,"",2.0,Giang Duong Vo Tra,"","","","",VNRacing,Epic #380: Programming,""
1206,Implement Screen_CarCustomize_Performance ,Task,In progress,Nhu Truong,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #493: UI_Car Customize_Performance,""
1220,Xử lý PSO trên iOS,Task,New,Liem Tran,Normal,Dev,3.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #210: Technical Art,""
1230,GD_Buglist 3270,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #312: BUG TEST,""
1233,UI/UX_Không thể bấm nút Next ở Screen Track Selection sau khi thoát ra từ 5 Track đua bất kỳ (Có thể thoát bằng cách Quit hoặc hoàn thành),Bug,Tested,Doi Huynh Van,Immediate,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua 5 Track đua bất kỳ liên tục.
    
2.  Có thể đua hết hoặc Quit giữa trận.
    
3.  Sau khi thoát ra từ Track đua thứ 5 (quit hoặc hoàn thành), check nút Next ở Screen TrackSelection của Area bất kỳ.
    

Resulting Behavior:

*   Không thể bấm nút Next ở ScreenTrack Selection của Area bất kỳ.
    

Expected Behavior:

*   Nút Next ở ScreenTrack Selection của Area bất kỳ hoạt động bình thường.
    

System Info: iOS 22, Iphone 16 Pro."
1234,FEA_Không thể lưu tên đã đặt trong Userprofile,Bug,New,"",High,"","","",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"","Steps to Reproduce:

1.  Vào User Profile, kích hoạt chức năng đổi tên,
    
2.  Thử nhập vào một cái tên hợp lệ,
    
3.  Bấm Confrm (Trên màn hình hiện thông báo Debug tên hợp lệ, không có Badword)
    

Resulting Behavior:

*   Tên người dùng mới không được cập nhật lên giao diện User Profile.
    
*   Tên người dùng mới không được cập nhật lên giao diện Race Results sau khi đua xong.
    

Expected Behavior:

*   Tên người dùng mới được cập nhật lên giao diện User Profile.
    
*   Tên người dùng mới được cập nhật lên giao diện Race Results sau khi đua xong.
    

System Info: iOS12, Iphone16 Pro."
1235,UI/UX_Xuất hiện tên và vị trí của các tay đua trong các Intro Cinematic.,Bug,Tested,Nhu Truong,High,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua Track bất kỳ.
    
2.  Xem Intro Cinematic.
    
3.  Check Intro Cinematic, tại vị trí đặt các tay đua.
    

Resulting Behavior:

*   Xuất hiện Widget tên và vị trí đua của các tay đua trong Cinematic.
    

Expected Behavior:

*   Không xuất hiện Widget tên và vị trí đua của các tay đua trong Cinematic.
    
*   Widget tên và vị trí đua của các tay đua chỉ xuất hiện sau khi chạy xong Cinematic, bắt đầu cuộc đua.
    

System Info: iOS12, Iphone16 Pro."
1237,GRA_Screen Car Customize và Garage bị cháy sáng.,Bug,New,"",High,"","","",Phuoc Ho Duc,"","",Graphicals,"",VNRacing,"","Steps to Reproduce:

1.  Vào Screen Car Customize và Garage.
    
2.  Kiểm tra ánh sáng môi trường.
    

Resulting Behavior:

*   Ánh sáng môi trường hoạt động không bình thường, cháy sáng nặng.
    

Expected Behavior:

*   Ánh sáng môi trường hoạt động bình thường, không bị cháy sáng.
    

System Info: iOS12, Iphone16 Pro."
1238,"GRA_Material của phần Wheel xe VF Lux, VF 8 và Merc không hiển thị đúng ngoài môi trường đua.",Bug,On hold,Dat Quang,High,"",1.0,"",Phuoc Ho Duc,"","",Graphicals,"",VNRacing,"","Steps to Reproduce:

1.  Check Material của Wheel trong Editor.
    
2.  Check Material của Wheel trong Screen Garage và Screen Customize.
    
3.  Check Material của Wheel trong cuộc đua ở bất kỳ Track nào.
    
4.  So sánh.
    

Resulting Behavior:

*   Material Wheel của các xe ngoài môi trường bị mất Metallics, biến thành màu trắng không giống file Sources, không đồng đều ở các Screen..
    

Expected Behavior:

*   Material Wheel của các xe ngoài môi trường hiển thị giống như file Sources và đồng đều ở tất cả các Screen..
    

System Info: iOS12, Iphone16 Pro."
1239,OBJ_Xe trong Cinematic Outro bị nghiêng.,Bug,New,"",High,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,"","Steps to Reproduce:

1.  Vào đua bất kỳ Map nào với bất kỳ xe nào. (VF Lux và Mer dễ thấy hơn)
    
2.  Kết thúc cuộc đua, xem Outro Cinematics.
    
3.  Check xe.
    

Resulting Behavior:

*   Xe bị nghiêng chéo về phía trước khi kết thúc Outro Cinematics.
    

Expected Behavior:

*   Xe không bị nghiêng.
    

System Info: iOS12, Iphone16 Pro."
1246,Implement_FX_Anim_Transit_UI525_Gamemode,Task,Waiting For Approve,Son Nguyen Nam,Normal,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #525: GameMode-Key Screen,https://op.iconic.io.vn/api/v3/attachments/3277/content
1248,FEA_Khi chọn xe khác trong Screen ShowRoom (Garage) thì không thể kích hoạt tính năng Customize Visual.,Bug,Tested,Dat Quang,Immediate,"",1.0,"",Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Screen ShowRoom (Garage).
    
2.  Đổi xe.
    
3.  Vào Screen Customzie bằng cách bấm vào nút Customize hoặc thoát ra ngoài MainMenu rồi bấm Customize.
    
4.  Thử vào Mode Customize Visual.
    

Resulting Behavior:

*   Không thể bấm vào chế độ Customize Visual.
    

Expected Behavior:

*   Vẫn có thể bấm vào chế độ Customize Visual như bình thường.
    

System Info: iOS26.2, Iphone16 Plus."
1249,UI_Chưa Update thời gian chơi của người chơi trong Scren Race Results.,Bug,Tested,Dat Quang,Normal,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Đua hết một cuộc đua.
    
2.  Vào Screen Race Results (Screen nhận tiền).
    
3.  Check UI.
    

Resulting Behavior:

*   Panel YourTime chưa Update thời gian đua thực tế của người chơi.
    

Expected Behavior:

*   Panel YourTime Update thời gian đua thực tế của người chơi.
    

System Info: iOS26.2, Iphone16 Plus.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/956/content"">

<br>"
1250,UI/UX_Chưa Update thời gian đua của các Track sau cuộc đua vào các Panel Track Selection,Bug,Tested,Doi Huynh Van,Normal,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào đua một Track bất kỳ.
    
2.  Đua tới khi kết thúc cuộc đua.
    
3.  Check lại thời gian đua Best của Track đó.
    

Resulting Behavior:

*   Thời gian đua Best không được cập nhật nhưng Vị trí được cập nhật.
    
*   Thường chỉ cập nhật Track ở giữa của bộ Track Selection (Track Circuit) ,các Track còn lại thì không được cập nhật.
    

Expected Behavior:

*   Cập nhật thời gian đua Best mỗi khi người chơi phá được kỷ lục đua.
    

System Info: iOS26.2, Iphone16 Plus.  
  

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/958/content"">"
1251,"UI/UX_Screen Upgrade Performance chưa Update số tiền chính xác của người chơi, khi người chơi nâng cấp chưa trừ tiền.",Bug,Tested,Dat Quang,Normal,"",1.0,"",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào Screen Customize Performance.
    
2.  Chọn nâng cấp một trong các chỉ số.
    
3.  Check số tiền.
    

Resulting Behavior:

*   Chưa cập nhật số tiền hiện tại và số tiền bị trừ đi sau nâng cấp.
    

Expected Behavior:

*   Số tiền hiện tại và số tiền bị trừ đi được câp nhật đúng,
    

System Info: iOS26.2, Iphone16 Plus.  
  

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/959/content"">"
1252,DES_Design WireFrame cho Screen Customize Visual chưa hợp lý khi có trên 3 Elements Material xuất hiện trên màn hình khi đang điều chỉnh Color xe.,Bug,New,Phuoc Ho Duc,Immediate,"","","",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào Screen Customize Visual.
    
2.  Vào chế độ Color đổi màu cho Body.
    

Resulting Behavior:

*   Screen bị chật khi có trên 3 Element Material cùng xuất hiện trên màn hình
    

Expected Behavior:

*   Screem không bị chật khi có trên 3 Element Material cùng xuất hiện trên màn hình.
    

System Info: iOS26.2, Iphone16 Plus.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/961/content"">

<br>"
